Continent,Code,Year,Population,AP,Gender,Subject
Europe,FRA,2009,62093300.0,515.18115,F,Reading
Europe,FRA,2012,63071412.0,526.7654,F,Reading
Europe,FRA,2015,63809768.0,513.76404,F,Reading
Europe,FRA,2018,64277812.0,505.22366,F,Reading
Europe,FRA,2022,64626624.0,483.76834,F,Reading
Europe,DEU,2006,81177816.0,516.62036,F,Reading
Europe,DEU,2009,81260624.0,517.5894,F,Reading
Europe,DEU,2012,81545568.0,530.11914,F,Reading
Europe,DEU,2015,82073232.0,519.67413,F,Reading
Europe,DEU,2018,82896696.0,512.209,F,Reading
Europe,DEU,2022,83369840.0,489.66937,F,Reading
Europe,GRC,2006,11106097.0,488.1489,F,Reading
Europe,GRC,2009,11055503.0,505.92508,F,Reading
Europe,GRC,2012,10963633.0,502.19778,F,Reading
Europe,GRC,2015,10806644.0,486.46002,F,Reading
Europe,GRC,2018,10633275.0,478.7863,F,Reading
Europe,GRC,2022,10384972.0,451.34555,F,Reading
Asia,HKG,2006,6960600.0,551.43335,F,Reading
Asia,HKG,2009,7094600.0,550.3596,F,Reading
Asia,HKG,2012,7234062.0,558.25775,F,Reading
Asia,HKG,2015,7399845.0,540.98444,F,Reading
Asia,HKG,2018,7481563.0,542.0791,F,Reading
Asia,HKG,2022,7488863.0,511.8687,F,Reading
Europe,HUN,2006,10057063.0,502.97757,F,Reading
Europe,HUN,2009,10008581.0,513.2543,F,Reading
Europe,HUN,2012,9922133.0,507.54886,F,Reading
Europe,HUN,2015,9844250.0,481.95956,F,Reading
Europe,HUN,2018,9776361.0,489.10788,F,Reading
Europe,HUN,2022,9967304.0,481.4548,F,Reading
Europe,ISL,2006,304086.0,508.86542,F,Reading
Europe,ISL,2009,318809.0,522.24506,F,Reading
Europe,ISL,2012,320988.0,508.38986,F,Reading
Europe,ISL,2015,331068.0,501.7167,F,Reading
Europe,ISL,2018,352951.0,494.14642,F,Reading
Europe,ISL,2022,372903.0,454.02386,F,Reading
Asia,IDN,2006,231797424.0,402.1228,F,Reading
Asia,IDN,2009,240981296.0,419.80197,F,Reading
Asia,IDN,2012,250222688.0,410.40848,F,Reading
Asia,IDN,2015,259091968.0,408.99942,F,Reading
Asia,IDN,2018,267066848.0,383.43274,F,Reading
Asia,IDN,2022,275501344.0,369.74457,F,Reading
Europe,IRL,2006,4234809.0,534.0013,F,Reading
Europe,IRL,2009,4499797.0,515.47845,F,Reading
Europe,IRL,2012,4564550.0,537.6689,F,Reading
Europe,IRL,2015,4665764.0,526.9491,F,Reading
Europe,IRL,2018,4834506.0,529.6249,F,Reading
Europe,IRL,2022,5023108.0,525.40924,F,Reading
Oceania,ISR,2006,6832082.0,459.5383,F,Reading
Oceania,ISR,2009,7199704.0,494.737,F,Reading
Oceania,ISR,2012,7592099.0,507.45108,F,Reading
Oceania,ISR,2015,8007777.0,490.16495,F,Reading
Oceania,ISR,2018,8456487.0,493.20377,F,Reading
Oceania,ISR,2022,9038313.0,485.50873,F,Reading
Europe,ITA,2006,58429904.0,488.97668,F,Reading
Europe,ITA,2009,59562844.0,509.54755,F,Reading
Europe,ITA,2012,60190152.0,509.94528,F,Reading
Europe,ITA,2015,60232908.0,492.70914,F,Reading
Europe,ITA,2018,59877432.0,489.0827,F,Reading
Europe,ITA,2022,59037472.0,490.99603,F,Reading
Asia,JPN,2006,127902168.0,513.28564,F,Reading
Asia,JPN,2009,128117040.0,539.93475,F,Reading
Asia,JPN,2012,127853688.0,550.7235,F,Reading
Asia,JPN,2015,127250936.0,522.6553,F,Reading
Asia,JPN,2018,126255872.0,513.8205,F,Reading
Asia,JPN,2022,123951696.0,524.1005,F,Reading
Asia,JOR,2006,6075550.0,428.1343,F,Reading
Asia,JOR,2009,6780508.0,433.6349,F,Reading
Asia,JOR,2012,7211866.0,435.9991,F,Reading
Asia,JOR,2015,9494250.0,443.5964,F,Reading
Asia,JOR,2018,10459864.0,444.15564,F,Reading
Asia,JOR,2022,11285875.0,364.436,F,Reading
Asia,KAZ,2009,16402365.0,412.09244,F,Reading
Asia,KAZ,2012,17102868.0,411.0841,F,Reading
Asia,KAZ,2015,17835908.0,435.3836,F,Reading
Asia,KAZ,2018,18538100.0,400.7286,F,Reading
Asia,KAZ,2022,19397998.0,400.2744,F,Reading
Europe,LVA,2006,2203917.0,503.8036,F,Reading
Europe,LVA,2009,2126268.0,507.3425,F,Reading
Europe,LVA,2012,2053635.0,516.3062,F,Reading
Europe,LVA,2015,1991951.0,508.82507,F,Reading
Europe,LVA,2018,1935632.0,494.84436,F,Reading
Europe,LVA,2022,1850654.0,488.22937,F,Reading
Europe,LTU,2006,3322937.0,496.2464,F,Reading
Europe,LTU,2009,3180482.0,498.22333,F,Reading
Europe,LTU,2012,3063340.0,505.06982,F,Reading
Europe,LTU,2015,2963764.0,492.2423,F,Reading
Europe,LTU,2018,2876128.0,495.62836,F,Reading
Europe,LTU,2022,2750058.0,487.0861,F,Reading
Europe,LUX,2006,472402.0,495.39948,F,Reading
Europe,LUX,2009,497876.0,492.13644,F,Reading
Europe,LUX,2012,530596.0,503.02353,F,Reading
Europe,LUX,2015,569415.0,492.03482,F,Reading
Europe,LUX,2018,607920.0,484.81384,F,Reading
Asia,MAC,2006,501870.0,505.47314,F,Reading
Asia,MAC,2009,543026.0,503.9364,F,Reading
Asia,MAC,2012,582776.0,527.2269,F,Reading
Asia,MAC,2015,615243.0,524.53894,F,Reading
Asia,MAC,2018,650996.0,536.2693,F,Reading
Asia,MAC,2022,695180.0,517.76483,F,Reading
North America,MEX,2006,106886792.0,426.66666,F,Reading
North America,MEX,2009,111049424.0,437.5785,F,Reading
North America,MEX,2012,115755912.0,435.2725,F,Reading
North America,MEX,2015,120149896.0,431.2322,F,Reading
North America,MEX,2018,124013864.0,425.80048,F,Reading
North America,MEX,2022,127504120.0,419.02423,F,Reading
Europe,MNE,2006,632551.0,415.25436,F,Reading
Europe,MNE,2009,631187.0,434.45413,F,Reading
Europe,MNE,2012,633053.0,452.9949,F,Reading
Europe,MNE,2015,633969.0,444.1791,F,Reading
Europe,MNE,2018,631459.0,436.8264,F,Reading
Europe,MNE,2022,627082.0,423.3316,F,Reading
Europe,NLD,2006,16325679.0,519.0456,F,Reading
Europe,NLD,2009,16536200.0,520.50854,F,Reading
Europe,NLD,2012,16785296.0,524.7608,F,Reading
Europe,NLD,2015,17041110.0,514.7034,F,Reading
Europe,NLD,2018,17286042.0,499.2454,F,Reading
Europe,NLD,2022,17564020.0,472.54822,F,Reading
Oceania,NZL,2006,4179986.0,539.1177,F,Reading
Oceania,NZL,2009,4302884.0,544.17523,F,Reading
Oceania,NZL,2012,4410285.0,529.7651,F,Reading
Oceania,NZL,2015,4590591.0,525.51984,F,Reading
Oceania,NZL,2018,4838528.0,520.2624,F,Reading
Oceania,NZL,2022,5185289.0,513.85974,F,Reading
Europe,NOR,2006,4661081.0,508.04163,F,Reading
Europe,NOR,2009,4829195.0,527.3973,F,Reading
Europe,NOR,2012,5019058.0,527.7712,F,Reading
Europe,NOR,2015,5190357.0,533.356,F,Reading
Europe,NOR,2018,5312321.0,523.19745,F,Reading
Europe,NOR,2022,5434324.0,497.9626,F,Reading
South America,PER,2009,29009326.0,380.88345,F,Reading
South America,PER,2012,29749592.0,394.7007,F,Reading
South America,PER,2015,30711864.0,401.42468,F,Reading
South America,PER,2018,32203946.0,405.87894,F,Reading
South America,PER,2022,34049588.0,412.30206,F,Reading
Europe,POL,2006,38547180.0,527.5655,F,Reading
Europe,POL,2009,38555288.0,525.3232,F,Reading
Europe,POL,2012,38625872.0,538.6865,F,Reading
Europe,POL,2015,38553148.0,520.6746,F,Reading
Europe,POL,2018,38521464.0,528.24335,F,Reading
Europe,POL,2022,39857144.0,503.2372,F,Reading
Europe,PRT,2006,10543946.0,488.16815,F,Reading
Europe,PRT,2009,10591341.0,507.93414,F,Reading
Europe,PRT,2012,10522085.0,507.5621,F,Reading
Europe,PRT,2015,10365436.0,506.55176,F,Reading
Europe,PRT,2018,10289833.0,504.10345,F,Reading
Europe,PRT,2022,10270857.0,487.1833,F,Reading
Asia,QAT,2006,1015064.0,345.53693,F,Reading
Asia,QAT,2009,1610281.0,397.2931,F,Reading
Asia,QAT,2012,1905670.0,423.73007,F,Reading
Asia,QAT,2015,2414580.0,428.95462,F,Reading
Asia,QAT,2018,2766743.0,440.24948,F,Reading
Asia,QAT,2022,2695131.0,439.55408,F,Reading
Europe,ROU,2006,20909406.0,417.86047,F,Reading
Europe,ROU,2009,20466318.0,445.33707,F,Reading
Europe,ROU,2012,20137112.0,457.36783,F,Reading
Europe,ROU,2015,19906078.0,442.3834,F,Reading
Europe,ROU,2018,19606778.0,445.16406,F,Reading
Europe,ROU,2022,19659270.0,441.74918,F,Reading
Europe,RUS,2006,143338672.0,458.01822,F,Reading
Europe,RUS,2009,143163648.0,481.52237,F,Reading
Europe,RUS,2012,143629360.0,495.14386,F,Reading
Europe,RUS,2015,144668384.0,507.4833,F,Reading
Europe,RUS,2018,145652288.0,491.0215,F,Reading
Asia,SGP,2009,5010707.0,541.7624,F,Reading
Asia,SGP,2012,5381003.0,558.59595,F,Reading
Asia,SGP,2015,5650020.0,545.5585,F,Reading
Asia,SGP,2018,5814543.0,561.2935,F,Reading
Asia,SGP,2022,5975689.0,552.5518,F,Reading
Europe,SVK,2006,5377239.0,487.75784,F,Reading
Europe,SVK,2009,5388934.0,502.87442,F,Reading
Europe,SVK,2012,5409283.0,483.3031,F,Reading
Europe,SVK,2015,5424449.0,470.86273,F,Reading
Europe,SVK,2018,5446746.0,475.07977,F,Reading
Europe,SVK,2022,5643455.0,462.49518,F,Reading
Europe,SVN,2006,2013577.0,521.1053,F,Reading
Europe,SVN,2009,2045578.0,511.0299,F,Reading
Europe,SVN,2012,2069365.0,510.14954,F,Reading
Europe,SVN,2015,2080865.0,527.5539,F,Reading
Europe,SVN,2018,2105931.0,516.71106,F,Reading
Europe,SVN,2022,2119843.0,490.95966,F,Reading
Asia,KOR,2006,48049348.0,573.7813,F,Reading
Asia,KOR,2009,48588024.0,557.98254,F,Reading
Asia,KOR,2012,49634188.0,548.20667,F,Reading
Asia,KOR,2015,50994396.0,538.6092,F,Reading
Asia,KOR,2018,51676900.0,526.40625,F,Reading
Asia,KOR,2022,51815808.0,533.34357,F,Reading
Europe,ESP,2006,44422824.0,478.72495,F,Reading
Europe,ESP,2009,46367772.0,495.7355,F,Reading
Europe,ESP,2012,46756084.0,502.5108,F,Reading
Europe,ESP,2015,46431344.0,505.68472,F,Reading
Europe,ESP,2022,47558632.0,487.07666,F,Reading
Europe,SWE,2006,9104724.0,528.05884,F,Reading
Europe,SWE,2009,9301413.0,520.5594,F,Reading
Europe,SWE,2012,9555984.0,509.13495,F,Reading
Europe,SWE,2015,9849344.0,519.9498,F,Reading
Europe,SWE,2018,10162300.0,522.9551,F,Reading
Europe,SWE,2022,10549349.0,505.6106,F,Reading
Europe,CHE,2006,7475014.0,515.1719,F,Reading
Europe,CHE,2009,7734402.0,520.2399,F,Reading
Europe,CHE,2012,7995738.0,527.06354,F,Reading
Europe,CHE,2015,8281735.0,505.37317,F,Reading
Europe,CHE,2018,8514431.0,500.03522,F,Reading
Europe,CHE,2022,8740471.0,495.39377,F,Reading
Asia,TWN,2006,22874972.0,507.37454,F,Reading
Asia,TWN,2009,23044086.0,513.89813,F,Reading
Asia,TWN,2012,23234064.0,538.96234,F,Reading
Asia,TWN,2015,23512136.0,509.8722,F,Reading
Asia,TWN,2018,23726186.0,513.5977,F,Reading
Asia,TWN,2022,23893396.0,529.05536,F,Reading
Asia,THA,2006,66319528.0,439.86655,F,Reading
Asia,THA,2009,67813656.0,437.65598,F,Reading
Asia,THA,2012,69157024.0,465.42896,F,Reading
Asia,THA,2015,70294408.0,422.55325,F,Reading
Asia,THA,2018,71127808.0,411.1086,F,Reading
Asia,THA,2022,71697024.0,391.48953,F,Reading
Asia,TUR,2006,69601328.0,471.04242,F,Reading
Asia,TUR,2009,72225648.0,486.30045,F,Reading
Asia,TUR,2012,75277440.0,498.63998,F,Reading
Asia,TUR,2015,79646176.0,442.2461,F,Reading
Asia,TUR,2018,82809304.0,478.3803,F,Reading
Asia,TUR,2022,85341248.0,468.45303,F,Reading
Europe,GBR,2006,60803700.0,509.5307,F,Reading
Europe,GBR,2009,62243384.0,506.51288,F,Reading
Europe,GBR,2012,63808728.0,511.53378,F,Reading
Europe,GBR,2015,65224368.0,509.0904,F,Reading
Europe,GBR,2018,66432996.0,513.69904,F,Reading
Europe,GBR,2022,67508936.0,502.78674,F,Reading
North America,USA,2009,308512032.0,512.5184,F,Reading
North America,USA,2012,316651328.0,513.2686,F,Reading
North America,USA,2015,324607776.0,506.9752,F,Reading
North America,USA,2018,332140032.0,517.38086,F,Reading
North America,USA,2022,338289856.0,514.6364,F,Reading
South America,URY,2006,3322282.0,434.57822,F,Reading
South America,URY,2009,3344161.0,445.4246,F,Reading
South America,URY,2012,3371134.0,427.9805,F,Reading
South America,URY,2015,3402820.0,447.7196,F,Reading
South America,URY,2018,3427044.0,438.1251,F,Reading
South America,URY,2022,3422796.0,438.06863,F,Reading
Europe,ALB,2009,2930553.0,354.515,M,Reading
Europe,ALB,2012,2892191.0,386.93176,M,Reading
Europe,ALB,2015,2882482.0,375.7592,M,Reading
Europe,ALB,2018,2877019.0,387.0111,M,Reading
Europe,ALB,2022,2842318.0,339.1743,M,Reading
South America,ARG,2006,39476856.0,345.20233,M,Reading
South America,ARG,2009,40684344.0,378.64688,M,Reading
South America,ARG,2012,41952364.0,376.62692,M,Reading
South America,ARG,2015,43257064.0,416.9666,M,Reading
South America,ARG,2018,44413592.0,393.3632,M,Reading
South America,ARG,2022,45510324.0,393.6106,M,Reading
Oceania,AUS,2006,20467032.0,494.87286,M,Reading
Oceania,AUS,2009,21660898.0,496.14398,M,Reading
Oceania,AUS,2012,22729272.0,495.08957,M,Reading
Oceania,AUS,2015,23820240.0,487.18552,M,Reading
Oceania,AUS,2018,24979228.0,487.20966,M,Reading
Oceania,AUS,2022,26177410.0,487.23822,M,Reading
Europe,AUT,2006,8267771.0,468.31168,M,Reading
Europe,AUT,2009,8342939.0,449.29584,M,Reading
Europe,AUT,2012,8429641.0,471.09314,M,Reading
Europe,AUT,2015,8642422.0,474.84604,M,Reading
Europe,AUT,2018,8840518.0,470.55585,M,Reading
Europe,AUT,2022,8939617.0,470.45413,M,Reading
Europe,BEL,2006,10582970.0,481.9972,M,Reading
Europe,BEL,2009,10801357.0,492.67365,M,Reading
Europe,BEL,2012,11031140.0,492.75522,M,Reading
Europe,BEL,2015,11248306.0,490.66415,M,Reading
Europe,BEL,2018,11448598.0,481.9737,M,Reading
Europe,BEL,2022,11655923.0,464.8733,M,Reading
South America,BRA,2006,188820688.0,375.8066,M,Reading
South America,BRA,2009,194517552.0,396.55774,M,Reading
South America,BRA,2012,199977712.0,390.04318,M,Reading
South America,BRA,2015,205188208.0,395.46326,M,Reading
South America,BRA,2018,210166592.0,400.0274,M,Reading
South America,BRA,2022,215313504.0,401.63092,M,Reading
Asia,BGR,2006,7766040.0,373.83542,M,Reading
Asia,BGR,2009,7634737.0,399.64896,M,Reading
Asia,BGR,2012,7488347.0,402.54745,M,Reading
Asia,BGR,2015,7309255.0,409.44977,M,Reading
Asia,BGR,2018,7117424.0,400.9194,M,Reading
Asia,BGR,2022,6781955.0,388.75357,M,Reading
North America,CAN,2006,32531864.0,511.14246,M,Reading
North America,CAN,2009,33593920.0,507.1822,M,Reading
North America,CAN,2012,34691876.0,505.5302,M,Reading
North America,CAN,2015,35732120.0,513.53546,M,Reading
North America,CAN,2018,37035260.0,505.72687,M,Reading
North America,CAN,2022,38454328.0,495.2112,M,Reading
South America,CHL,2006,16334573.0,434.29062,M,Reading
South America,CHL,2009,16833450.0,438.55246,M,Reading
South America,CHL,2012,17341770.0,429.69617,M,Reading
South America,CHL,2015,17870122.0,452.64224,M,Reading
South America,CHL,2018,18701452.0,442.4936,M,Reading
South America,CHL,2022,19603736.0,444.7532,M,Reading
South America,COL,2006,42772912.0,375.26205,M,Reading
South America,COL,2009,44313916.0,408.31152,M,Reading
South America,COL,2012,45782420.0,393.59283,M,Reading
South America,COL,2015,47119728.0,416.68164,M,Reading
South America,COL,2018,49276968.0,407.02875,M,Reading
South America,COL,2022,51874028.0,402.61694,M,Reading
Europe,HRV,2006,4417562.0,452.41772,M,Reading
Europe,HRV,2009,4382142.0,451.70056,M,Reading
Europe,HRV,2012,4331592.0,460.8994,M,Reading
Europe,HRV,2015,4254821.0,473.1367,M,Reading
Europe,HRV,2018,4160488.0,462.43887,M,Reading
Europe,HRV,2022,4030361.0,459.12598,M,Reading
Europe,CZE,2006,10304822.0,462.8417,M,Reading
Europe,CZE,2009,10421515.0,455.51437,M,Reading
Europe,CZE,2012,10511065.0,473.98337,M,Reading
Europe,CZE,2015,10523801.0,474.54745,M,Reading
Europe,CZE,2018,10534598.0,473.9864,M,Reading
Europe,CZE,2022,10493990.0,474.24054,M,Reading
Europe,DNK,2006,5457863.0,479.5034,M,Reading
Europe,DNK,2009,5526455.0,480.35306,M,Reading
Europe,DNK,2012,5600955.0,480.89032,M,Reading
Europe,DNK,2015,5677795.0,488.78165,M,Reading
Europe,DNK,2018,5766689.0,486.47202,M,Reading
Europe,DNK,2022,5882259.0,478.64377,M,Reading
Europe,EST,2006,1346711.0,478.40906,M,Reading
Europe,EST,2009,1334557.0,479.64926,M,Reading
Europe,EST,2012,1322682.0,494.31903,M,Reading
Europe,EST,2015,1314658.0,505.48633,M,Reading
Europe,EST,2018,1322146.0,507.6961,M,Reading
Europe,EST,2022,1326064.0,498.10425,M,Reading
Europe,FIN,2006,5266249.0,521.3923,M,Reading
Europe,FIN,2009,5338813.0,508.38687,M,Reading
Europe,FIN,2012,5413865.0,494.00647,M,Reading
Europe,FIN,2015,5479457.0,503.97458,M,Reading
Europe,FIN,2018,5515465.0,494.79227,M,Reading
Europe,FIN,2022,5540745.0,468.3172,M,Reading
Europe,FRA,2006,60919152.0,469.77237,M,Reading
Europe,FRA,2009,62093300.0,475.04233,M,Reading
Europe,FRA,2012,63071412.0,482.97153,M,Reading
Europe,FRA,2015,63809768.0,484.62927,M,Reading
Europe,FRA,2018,64277812.0,480.32477,M,Reading
Europe,FRA,2022,64626624.0,463.55872,M,Reading
Europe,DEU,2006,81177816.0,474.5998,M,Reading
Europe,DEU,2009,81260624.0,477.88388,M,Reading
Europe,DEU,2012,81545568.0,485.9997,M,Reading
Europe,DEU,2015,82073232.0,498.90216,M,Reading
Europe,DEU,2018,82896696.0,486.30585,M,Reading
Europe,DEU,2022,83369840.0,470.26062,M,Reading
Europe,GRC,2006,11106097.0,431.56534,M,Reading
Europe,GRC,2009,11055503.0,458.78622,M,Reading
Europe,GRC,2012,10963633.0,451.71835,M,Reading
Europe,GRC,2015,10806644.0,449.13623,M,Reading
Europe,GRC,2018,10633275.0,436.64154,M,Reading
Europe,GRC,2022,10384972.0,425.9119,M,Reading
Asia,HKG,2006,6960600.0,520.2648,M,Reading
Asia,HKG,2009,7094600.0,517.8441,M,Reading
Asia,HKG,2012,7234062.0,532.83496,M,Reading
Asia,HKG,2015,7399845.0,512.71136,M,Reading
Asia,HKG,2018,7481563.0,507.41522,M,Reading
Asia,HKG,2022,7488863.0,488.98807,M,Reading
Europe,HUN,2006,10057063.0,463.41113,M,Reading
Europe,HUN,2009,10008581.0,475.4212,M,Reading
Europe,HUN,2012,9922133.0,467.96365,M,Reading
Europe,HUN,2015,9844250.0,457.13773,M,Reading
Europe,HUN,2018,9776361.0,462.6188,M,Reading
Europe,HUN,2022,9967304.0,464.50885,M,Reading
Europe,ISL,2006,304086.0,460.41068,M,Reading
Europe,ISL,2009,318809.0,478.0747,M,Reading
Europe,ISL,2012,320988.0,457.27484,M,Reading
Europe,ISL,2015,331068.0,460.1036,M,Reading
Europe,ISL,2018,352951.0,453.5363,M,Reading
Europe,ISL,2022,372903.0,418.53436,M,Reading
Asia,IDN,2006,231797424.0,384.20264,M,Reading
Asia,IDN,2009,240981296.0,383.2723,M,Reading
Asia,IDN,2012,250222688.0,382.2541,M,Reading
Asia,IDN,2015,259091968.0,385.56415,M,Reading
Asia,IDN,2018,267066848.0,358.0936,M,Reading
Asia,IDN,2022,275501344.0,346.82544,M,Reading
Europe,IRL,2006,4234809.0,500.22733,M,Reading
Europe,IRL,2009,4499797.0,476.29645,M,Reading
Europe,IRL,2012,4564550.0,509.15253,M,Reading
Europe,IRL,2015,4665764.0,514.9914,M,Reading
Europe,IRL,2018,4834506.0,506.3994,M,Reading
Europe,IRL,2022,5023108.0,507.08655,M,Reading
Oceania,ISR,2006,6832082.0,417.48532,M,Reading
Oceania,ISR,2009,7199704.0,452.48077,M,Reading
Oceania,ISR,2012,7592099.0,463.45987,M,Reading
Oceania,ISR,2015,8007777.0,467.30255,M,Reading
Oceania,ISR,2018,8456487.0,445.0654,M,Reading
Oceania,ISR,2022,9038313.0,462.4511,M,Reading
Europe,ITA,2006,58429904.0,447.6988,M,Reading
Europe,ITA,2009,59562844.0,463.833,M,Reading
Europe,ITA,2012,60190152.0,470.93817,M,Reading
Europe,ITA,2015,60232908.0,476.7038,M,Reading
Europe,ITA,2018,59877432.0,464.34668,M,Reading
Europe,ITA,2022,59037472.0,471.86542,M,Reading
Asia,JPN,2006,127902168.0,482.70813,M,Reading
Asia,JPN,2009,128117040.0,501.02298,M,Reading
Asia,JPN,2012,127853688.0,526.6178,M,Reading
Asia,JPN,2015,127250936.0,509.37402,M,Reading
Asia,JPN,2018,126255872.0,493.3988,M,Reading
Asia,JPN,2022,123951696.0,507.51657,M,Reading
Asia,JOR,2006,6075550.0,372.76688,M,Reading
Asia,JOR,2009,6780508.0,376.80145,M,Reading
Asia,JOR,2012,7211866.0,361.16745,M,Reading
Asia,JOR,2015,9494250.0,371.91238,M,Reading
Asia,JOR,2018,10459864.0,393.06415,M,Reading
Asia,JOR,2022,11285875.0,318.29538,M,Reading
Asia,KAZ,2009,16402365.0,369.34537,M,Reading
Asia,KAZ,2012,17102868.0,374.24963,M,Reading
Asia,KAZ,2015,17835908.0,419.42822,M,Reading
Asia,KAZ,2018,18538100.0,373.84595,M,Reading
Asia,KAZ,2022,19397998.0,372.8619,M,Reading
Europe,LVA,2006,2203917.0,453.82828,M,Reading
Europe,LVA,2009,2126268.0,459.95212,M,Reading
Europe,LVA,2012,2053635.0,461.5743,M,Reading
Europe,LVA,2015,1991951.0,466.75522,M,Reading
Europe,LVA,2018,1935632.0,462.04367,M,Reading
Europe,LVA,2022,1850654.0,460.61743,M,Reading
Europe,LTU,2006,3322937.0,444.82217,M,Reading
Europe,LTU,2009,3180482.0,439.48334,M,Reading
Europe,LTU,2012,3063340.0,449.96484,M,Reading
Europe,LTU,2015,2963764.0,453.15665,M,Reading
Europe,LTU,2018,2876128.0,456.96524,M,Reading
Europe,LTU,2022,2750058.0,456.29214,M,Reading
Europe,LUX,2006,472402.0,463.71503,M,Reading
Europe,LUX,2009,497876.0,452.7332,M,Reading
Europe,LUX,2012,530596.0,473.04565,M,Reading
Europe,LUX,2015,569415.0,470.697,M,Reading
Europe,LUX,2018,607920.0,455.56326,M,Reading
Asia,MAC,2006,501870.0,479.42194,M,Reading
Asia,MAC,2009,543026.0,469.75024,M,Reading
Asia,MAC,2012,582776.0,491.57382,M,Reading
Asia,MAC,2015,615243.0,492.96136,M,Reading
Asia,MAC,2018,650996.0,514.2577,M,Reading
Asia,MAC,2022,695180.0,503.40805,M,Reading
North America,MEX,2006,106886792.0,393.0617,M,Reading
North America,MEX,2009,111049424.0,412.6532,M,Reading
North America,MEX,2012,115755912.0,411.36548,M,Reading
North America,MEX,2015,120149896.0,415.53983,M,Reading
North America,MEX,2018,124013864.0,414.68277,M,Reading
North America,MEX,2022,127504120.0,411.21902,M,Reading
Europe,MNE,2006,632551.0,370.18045,M,Reading
Europe,MNE,2009,631187.0,381.87802,M,Reading
Europe,MNE,2012,633053.0,391.2594,M,Reading
Europe,MNE,2015,633969.0,410.35037,M,Reading
Europe,MNE,2018,631459.0,406.57733,M,Reading
Europe,MNE,2022,627082.0,387.62778,M,Reading
Europe,NLD,2006,16325679.0,494.89462,M,Reading
Europe,NLD,2009,16536200.0,496.16824,M,Reading
Europe,NLD,2012,16785296.0,498.3174,M,Reading
Europe,NLD,2015,17041110.0,491.13672,M,Reading
Europe,NLD,2018,17286042.0,470.3961,M,Reading
Europe,NLD,2022,17564020.0,446.6573,M,Reading
Oceania,NZL,2006,4179986.0,501.74026,M,Reading
Oceania,NZL,2009,4302884.0,498.5246,M,Reading
Oceania,NZL,2012,4410285.0,495.36526,M,Reading
Oceania,NZL,2015,4590591.0,493.2258,M,Reading
Oceania,NZL,2018,4838528.0,491.41928,M,Reading
Oceania,NZL,2022,5185289.0,488.00476,M,Reading
Europe,NOR,2006,4661081.0,462.09717,M,Reading
Europe,NOR,2009,4829195.0,480.12326,M,Reading
Europe,NOR,2012,5019058.0,481.284,M,Reading
Europe,NOR,2015,5190357.0,493.53674,M,Reading
Europe,NOR,2018,5312321.0,476.21655,M,Reading
Europe,NOR,2022,5434324.0,456.2171,M,Reading
South America,PER,2009,29009326.0,358.73038,M,Reading
South America,PER,2012,29749592.0,372.9887,M,Reading
South America,PER,2015,30711864.0,393.69522,M,Reading
South America,PER,2018,32203946.0,395.36102,M,Reading
South America,PER,2022,34049588.0,404.19086,M,Reading
Europe,POL,2006,38547180.0,487.4419,M,Reading
Europe,POL,2009,38555288.0,475.65997,M,Reading
Europe,POL,2012,38625872.0,496.706,M,Reading
Europe,POL,2015,38553148.0,491.24463,M,Reading
Europe,POL,2018,38521464.0,495.45013,M,Reading
Europe,POL,2022,39857144.0,474.5973,M,Reading
Europe,PRT,2006,10543946.0,455.32812,M,Reading
Europe,PRT,2009,10591341.0,469.87915,M,Reading
Europe,PRT,2012,10522085.0,468.39032,M,Reading
Europe,PRT,2015,10365436.0,489.86288,M,Reading
Europe,PRT,2018,10289833.0,479.84854,M,Reading
Europe,PRT,2022,10270857.0,466.26895,M,Reading
Asia,QAT,2006,1015064.0,279.65683,M,Reading
Asia,QAT,2009,1610281.0,347.07578,M,Reading
Asia,QAT,2012,1905670.0,353.5257,M,Reading
Asia,QAT,2015,2414580.0,376.07657,M,Reading
Asia,QAT,2018,2766743.0,374.8828,M,Reading
Asia,QAT,2022,2695131.0,399.33975,M,Reading
Europe,ROU,2006,20909406.0,373.8347,M,Reading
Europe,ROU,2009,20466318.0,402.79324,M,Reading
Europe,ROU,2012,20137112.0,417.00107,M,Reading
Europe,ROU,2015,19906078.0,424.76657,M,Reading
Europe,ROU,2018,19606778.0,411.26483,M,Reading
Europe,ROU,2022,19659270.0,415.3278,M,Reading
Europe,RUS,2006,143338672.0,420.11346,M,Reading
Europe,RUS,2009,143163648.0,436.8755,M,Reading
Europe,RUS,2012,143629360.0,455.14664,M,Reading
Europe,RUS,2015,144668384.0,481.37436,M,Reading
Europe,RUS,2018,145652288.0,465.77567,M,Reading
Asia,SGP,2009,5010707.0,510.5554,M,Reading
Asia,SGP,2012,5381003.0,526.50745,M,Reading
Asia,SGP,2015,5650020.0,525.31525,M,Reading
Asia,SGP,2018,5814543.0,538.08606,M,Reading
Asia,SGP,2022,5975689.0,532.95325,M,Reading
Europe,SVK,2006,5377239.0,446.10492,M,Reading
Europe,SVK,2009,5388934.0,451.55368,M,Reading
Europe,SVK,2012,5409283.0,444.0807,M,Reading
Europe,SVK,2015,5424449.0,435.2488,M,Reading
Europe,SVK,2018,5446746.0,440.65164,M,Reading
Europe,SVK,2022,5643455.0,432.92517,M,Reading
Europe,SVN,2006,2013577.0,467.49814,M,Reading
