Continent,Code,Year,Population,AP,Gender,Subject
Europe,SVN,2009,2045578.0,456.21872,M,Reading
Europe,SVN,2012,2069365.0,454.4655,M,Reading
Europe,SVN,2015,2080865.0,484.30984,M,Reading
Europe,SVN,2018,2105931.0,474.9883,M,Reading
Europe,SVN,2022,2119843.0,447.29874,M,Reading
Asia,KOR,2006,48049348.0,538.7551,M,Reading
Asia,KOR,2009,48588024.0,522.50336,M,Reading
Asia,KOR,2012,49634188.0,524.96466,M,Reading
Asia,KOR,2015,50994396.0,498.069,M,Reading
Asia,KOR,2018,51676900.0,502.84015,M,Reading
Asia,KOR,2022,51815808.0,499.10666,M,Reading
Europe,ESP,2006,44422824.0,443.3293,M,Reading
Europe,ESP,2009,46367772.0,466.8204,M,Reading
Europe,ESP,2012,46756084.0,473.80624,M,Reading
Europe,ESP,2015,46431344.0,485.44113,M,Reading
Europe,ESP,2022,47558632.0,461.79257,M,Reading
Europe,SWE,2006,9104724.0,487.59045,M,Reading
Europe,SWE,2009,9301413.0,475.0513,M,Reading
Europe,SWE,2012,9555984.0,457.99112,M,Reading
Europe,SWE,2015,9849344.0,480.7183,M,Reading
Europe,SWE,2018,10162300.0,488.6312,M,Reading
Europe,SWE,2022,10549349.0,468.89902,M,Reading
Europe,CHE,2006,7475014.0,484.3534,M,Reading
Europe,CHE,2009,7734402.0,481.44077,M,Reading
Europe,CHE,2012,7995738.0,491.07422,M,Reading
Europe,CHE,2015,8281735.0,480.07953,M,Reading
Europe,CHE,2018,8514431.0,469.44736,M,Reading
Europe,CHE,2022,8740471.0,471.61493,M,Reading
Asia,TWN,2006,22874972.0,486.10175,M,Reading
Asia,TWN,2009,23044086.0,476.9587,M,Reading
Asia,TWN,2012,23234064.0,506.66714,M,Reading
Asia,TWN,2015,23512136.0,484.60663,M,Reading
Asia,TWN,2018,23726186.0,491.69922,M,Reading
Asia,TWN,2022,23893396.0,502.13074,M,Reading
Asia,THA,2006,66319528.0,385.56677,M,Reading
Asia,THA,2009,67813656.0,400.01215,M,Reading
Asia,THA,2012,69157024.0,410.43655,M,Reading
Asia,THA,2015,70294408.0,391.58478,M,Reading
Asia,THA,2018,71127808.0,372.18365,M,Reading
Asia,THA,2022,71697024.0,364.82483,M,Reading
Asia,TUR,2006,69601328.0,427.34985,M,Reading
Asia,TUR,2009,72225648.0,443.46082,M,Reading
Asia,TUR,2012,75277440.0,452.84314,M,Reading
Asia,TUR,2015,79646176.0,414.43958,M,Reading
Asia,TUR,2018,82809304.0,453.1004,M,Reading
Asia,TUR,2022,85341248.0,443.62732,M,Reading
Europe,GBR,2006,60803700.0,480.3699,M,Reading
Europe,GBR,2009,62243384.0,481.38312,M,Reading
Europe,GBR,2012,63808728.0,486.63086,M,Reading
Europe,GBR,2015,65224368.0,487.1961,M,Reading
Europe,GBR,2018,66432996.0,493.57425,M,Reading
Europe,GBR,2022,67508936.0,486.29022,M,Reading
North America,USA,2009,308512032.0,487.78848,M,Reading
North America,USA,2012,316651328.0,482.49844,M,Reading
North America,USA,2015,324607776.0,486.9014,M,Reading
North America,USA,2018,332140032.0,493.83203,M,Reading
North America,USA,2022,338289856.0,493.03098,M,Reading
South America,URY,2006,3322282.0,389.39893,M,Reading
South America,URY,2009,3344161.0,403.72037,M,Reading
South America,URY,2012,3371134.0,392.49066,M,Reading
South America,URY,2015,3402820.0,424.29688,M,Reading
South America,URY,2018,3427044.0,415.1269,M,Reading
South America,URY,2022,3422796.0,422.93103,M,Reading
Europe,ALB,2009,2930553.0,382.90045,F,Math
Europe,ALB,2012,2892191.0,394.67328,F,Math
Europe,ALB,2015,2882482.0,417.75003,F,Math
Europe,ALB,2018,2877019.0,439.72778,F,Math
Europe,ALB,2022,2842318.0,378.11514,F,Math
South America,ARG,2006,39476856.0,375.18512,F,Math
South America,ARG,2009,40684344.0,383.23483,F,Math
South America,ARG,2012,41952364.0,381.7037,F,Math
South America,ARG,2015,43257064.0,400.4431,F,Math
South America,ARG,2018,44413592.0,371.84836,F,Math
South America,ARG,2022,45510324.0,372.03882,F,Math
Oceania,AUS,2006,20467032.0,512.5325,F,Math
Oceania,AUS,2009,21660898.0,509.48065,F,Math
Oceania,AUS,2012,22729272.0,497.82135,F,Math
Oceania,AUS,2015,23820240.0,490.9855,F,Math
Oceania,AUS,2018,24979228.0,488.29666,F,Math
Oceania,AUS,2022,26177410.0,481.34256,F,Math
Europe,AUT,2006,8267771.0,493.9622,F,Math
Europe,AUT,2009,8342939.0,486.4994,F,Math
Europe,AUT,2012,8429641.0,494.46225,F,Math
Europe,AUT,2015,8642422.0,483.13303,F,Math
Europe,AUT,2018,8840518.0,492.2009,F,Math
Europe,AUT,2022,8939617.0,477.54532,F,Math
Europe,BEL,2006,10582970.0,516.7059,F,Math
Europe,BEL,2009,10801357.0,504.15692,F,Math
Europe,BEL,2012,11031140.0,508.9346,F,Math
Europe,BEL,2015,11248306.0,499.739,F,Math
Europe,BEL,2018,11448598.0,502.04684,F,Math
Europe,BEL,2022,11655923.0,485.7286,F,Math
South America,BRA,2006,188820688.0,360.87012,F,Math
South America,BRA,2009,194517552.0,378.53897,F,Math
South America,BRA,2012,199977712.0,380.48676,F,Math
South America,BRA,2015,205188208.0,369.54932,F,Math
South America,BRA,2018,210166592.0,379.26947,F,Math
South America,BRA,2022,215313504.0,374.64868,F,Math
Asia,BGR,2006,7766040.0,415.3749,F,Math
Asia,BGR,2009,7634737.0,430.01367,F,Math
Asia,BGR,2012,7488347.0,440.01263,F,Math
Asia,BGR,2015,7309255.0,442.16312,F,Math
Asia,BGR,2018,7117424.0,436.90427,F,Math
Asia,BGR,2022,6781955.0,420.32513,F,Math
North America,CAN,2006,32531864.0,519.8627,F,Math
North America,CAN,2009,33593920.0,520.83203,F,Math
North America,CAN,2012,34691876.0,513.0191,F,Math
North America,CAN,2015,35732120.0,511.14172,F,Math
North America,CAN,2018,37035260.0,509.54626,F,Math
North America,CAN,2022,38454328.0,490.71133,F,Math
South America,CHL,2006,16334573.0,396.28433,F,Math
South America,CHL,2009,16833450.0,410.37592,F,Math
South America,CHL,2012,17341770.0,410.54324,F,Math
South America,CHL,2015,17870122.0,413.44897,F,Math
South America,CHL,2018,18701452.0,413.62677,F,Math
South America,CHL,2022,19603736.0,403.36914,F,Math
South America,COL,2006,42772912.0,359.80817,F,Math
South America,COL,2009,44313916.0,365.52032,F,Math
South America,COL,2012,45782420.0,364.49387,F,Math
South America,COL,2015,47119728.0,384.48834,F,Math
South America,COL,2018,49276968.0,381.36526,F,Math
South America,COL,2022,51874028.0,378.39865,F,Math
Europe,HRV,2006,4417562.0,460.53568,F,Math
Europe,HRV,2009,4382142.0,454.27863,F,Math
Europe,HRV,2012,4331592.0,465.23895,F,Math
Europe,HRV,2015,4254821.0,457.96118,F,Math
Europe,HRV,2018,4160488.0,459.92203,F,Math
Europe,HRV,2022,4030361.0,459.75385,F,Math
Europe,CZE,2006,10304822.0,503.90585,F,Math
Europe,CZE,2009,10421515.0,490.17874,F,Math
Europe,CZE,2012,10511065.0,492.90323,F,Math
Europe,CZE,2015,10523801.0,488.66562,F,Math
Europe,CZE,2018,10534598.0,497.6716,F,Math
Europe,CZE,2022,10493990.0,483.23355,F,Math
Europe,DNK,2006,5457863.0,507.9034,F,Math
Europe,DNK,2009,5526455.0,495.2928,F,Math
Europe,DNK,2012,5600955.0,493.02875,F,Math
Europe,DNK,2015,5677795.0,506.37476,F,Math
Europe,DNK,2018,5766689.0,507.4543,F,Math
Europe,DNK,2022,5882259.0,483.32324,F,Math
Europe,EST,2006,1346711.0,513.84283,F,Math
Europe,EST,2009,1334557.0,507.53738,F,Math
Europe,EST,2012,1322682.0,517.9298,F,Math
Europe,EST,2015,1314658.0,516.87274,F,Math
Europe,EST,2018,1322146.0,519.187,F,Math
Europe,EST,2022,1326064.0,506.69025,F,Math
Europe,FIN,2006,5266249.0,542.54596,F,Math
Europe,FIN,2009,5338813.0,539.21246,F,Math
Europe,FIN,2012,5413865.0,520.1855,F,Math
Europe,FIN,2015,5479457.0,514.965,F,Math
Europe,FIN,2018,5515465.0,510.4057,F,Math
Europe,FIN,2022,5540745.0,486.7237,F,Math
Europe,FRA,2006,60919152.0,492.4048,F,Math
Europe,FRA,2009,62093300.0,488.85562,F,Math
Europe,FRA,2012,63071412.0,490.85263,F,Math
Europe,FRA,2015,63809768.0,489.95404,F,Math
Europe,FRA,2018,64277812.0,492.18463,F,Math
Europe,FRA,2022,64626624.0,469.14087,F,Math
Europe,DEU,2006,81177816.0,493.72678,F,Math
Europe,DEU,2009,81260624.0,504.8247,F,Math
Europe,DEU,2012,81545568.0,506.62454,F,Math
Europe,DEU,2015,82073232.0,497.53107,F,Math
Europe,DEU,2018,82896696.0,496.2463,F,Math
Europe,DEU,2022,83369840.0,469.04053,F,Math
Europe,GRC,2006,11106097.0,456.8487,F,Math
Europe,GRC,2009,11055503.0,459.30707,F,Math
Europe,GRC,2012,10963633.0,448.9844,F,Math
Europe,GRC,2015,10806644.0,453.5732,F,Math
Europe,GRC,2018,10633275.0,451.20688,F,Math
Europe,GRC,2022,10384972.0,427.14774,F,Math
Asia,HKG,2006,6960600.0,539.7811,F,Math
Asia,HKG,2009,7094600.0,547.2024,F,Math
Asia,HKG,2012,7234062.0,552.95654,F,Math
Asia,HKG,2015,7399845.0,546.7682,F,Math
Asia,HKG,2018,7481563.0,553.9969,F,Math
Asia,HKG,2022,7488863.0,535.7127,F,Math
Europe,HUN,2006,10057063.0,485.65045,F,Math
Europe,HUN,2009,10008581.0,484.11063,F,Math
Europe,HUN,2012,9922133.0,472.6635,F,Math
Europe,HUN,2015,9844250.0,472.7395,F,Math
Europe,HUN,2018,9776361.0,476.7171,F,Math
Europe,HUN,2022,9967304.0,465.34106,F,Math
Europe,ISL,2006,304086.0,507.80536,F,Math
Europe,ISL,2009,318809.0,504.94543,F,Math
Europe,ISL,2012,320988.0,495.94693,F,Math
Europe,ISL,2015,331068.0,488.58698,F,Math
Europe,ISL,2018,352951.0,500.06256,F,Math
Europe,ISL,2022,372903.0,457.18365,F,Math
Asia,IDN,2006,231797424.0,382.20114,F,Math
Asia,IDN,2009,240981296.0,371.94327,F,Math
Asia,IDN,2012,250222688.0,372.78452,F,Math
Asia,IDN,2015,259091968.0,387.44498,F,Math
Asia,IDN,2018,267066848.0,383.44672,F,Math
Asia,IDN,2022,275501344.0,368.63916,F,Math
Europe,IRL,2006,4234809.0,495.807,F,Math
Europe,IRL,2009,4499797.0,483.31805,F,Math
Europe,IRL,2012,4564550.0,493.70474,F,Math
Europe,IRL,2015,4665764.0,495.44498,F,Math
Europe,IRL,2018,4834506.0,496.67618,F,Math
Europe,IRL,2022,5023108.0,485.1204,F,Math
Oceania,ISR,2006,6832082.0,435.88992,F,Math
Oceania,ISR,2009,7199704.0,442.81662,F,Math
Oceania,ISR,2012,7592099.0,460.74924,F,Math
Oceania,ISR,2015,8007777.0,465.51685,F,Math
Oceania,ISR,2018,8456487.0,467.38635,F,Math
Oceania,ISR,2022,9038313.0,452.21875,F,Math
Europe,ITA,2006,58429904.0,453.4598,F,Math
Europe,ITA,2009,59562844.0,475.40414,F,Math
Europe,ITA,2012,60190152.0,475.7943,F,Math
Europe,ITA,2015,60232908.0,479.82373,F,Math
Europe,ITA,2018,59877432.0,478.54868,F,Math
Europe,ITA,2022,59037472.0,460.91284,F,Math
Asia,JPN,2006,127902168.0,513.20996,F,Math
Asia,JPN,2009,128117040.0,524.13086,F,Math
Asia,JPN,2012,127853688.0,527.0112,F,Math
Asia,JPN,2015,127250936.0,525.496,F,Math
Asia,JPN,2018,126255872.0,522.0346,F,Math
Asia,JPN,2022,123951696.0,531.14746,F,Math
Asia,JOR,2006,6075550.0,387.5082,F,Math
Asia,JOR,2009,6780508.0,386.91132,F,Math
Asia,JOR,2012,7211866.0,395.8415,F,Math
Asia,JOR,2015,9494250.0,387.3772,F,Math
Asia,JOR,2018,10459864.0,402.78326,F,Math
Asia,JOR,2022,11285875.0,368.46002,F,Math
Asia,KAZ,2009,16402365.0,405.15802,F,Math
Asia,KAZ,2012,17102868.0,431.55743,F,Math
Asia,KAZ,2015,17835908.0,460.57715,F,Math
Asia,KAZ,2018,18538100.0,422.482,F,Math
Asia,KAZ,2022,19397998.0,425.54648,F,Math
Europe,LVA,2006,2203917.0,483.62845,F,Math
Europe,LVA,2009,2126268.0,481.041,F,Math
Europe,LVA,2012,2053635.0,492.52133,F,Math
Europe,LVA,2015,1991951.0,483.25726,F,Math
Europe,LVA,2018,1935632.0,492.79474,F,Math
Europe,LVA,2022,1850654.0,478.4573,F,Math
Europe,LTU,2006,3322937.0,485.33298,F,Math
Europe,LTU,2009,3180482.0,479.75293,F,Math
Europe,LTU,2012,3063340.0,478.7358,F,Math
Europe,LTU,2015,2963764.0,479.01776,F,Math
Europe,LTU,2018,2876128.0,482.4538,F,Math
Europe,LTU,2022,2750058.0,472.59616,F,Math
Europe,LUX,2006,472402.0,481.61432,F,Math
Europe,LUX,2009,497876.0,479.24207,F,Math
Europe,LUX,2012,530596.0,477.11682,F,Math
Europe,LUX,2015,569415.0,480.13602,F,Math
Europe,LUX,2018,607920.0,479.62448,F,Math
Asia,MAC,2006,501870.0,519.557,F,Math
Asia,MAC,2009,543026.0,519.6023,F,Math
Asia,MAC,2012,582776.0,536.6749,F,Math
Asia,MAC,2015,615243.0,547.92267,F,Math
Asia,MAC,2018,650996.0,555.7673,F,Math
Asia,MAC,2022,695180.0,543.994,F,Math
North America,MEX,2006,106886792.0,401.32703,F,Math
North America,MEX,2009,111049424.0,411.76968,F,Math
North America,MEX,2012,115755912.0,406.4269,F,Math
North America,MEX,2015,120149896.0,404.33487,F,Math
North America,MEX,2018,124013864.0,403.16562,F,Math
North America,MEX,2022,127504120.0,389.34753,F,Math
Europe,MNE,2006,632551.0,393.29318,F,Math
Europe,MNE,2009,631187.0,396.30743,F,Math
Europe,MNE,2012,633053.0,409.556,F,Math
Europe,MNE,2015,633969.0,417.72653,F,Math
Europe,MNE,2018,631459.0,425.3161,F,Math
Europe,MNE,2022,627082.0,405.77054,F,Math
Europe,NLD,2006,16325679.0,524.12994,F,Math
Europe,NLD,2009,16536200.0,517.30695,F,Math
Europe,NLD,2012,16785296.0,517.7378,F,Math
Europe,NLD,2015,17041110.0,511.01593,F,Math
Europe,NLD,2018,17286042.0,518.54755,F,Math
Europe,NLD,2022,17564020.0,487.20282,F,Math
Oceania,NZL,2006,4179986.0,516.84595,F,Math
Oceania,NZL,2009,4302884.0,515.34564,F,Math
Oceania,NZL,2012,4410285.0,492.05707,F,Math
Oceania,NZL,2015,4590591.0,490.9219,F,Math
Oceania,NZL,2018,4838528.0,490.0215,F,Math
Oceania,NZL,2022,5185289.0,473.7963,F,Math
Europe,NOR,2006,4661081.0,486.65765,F,Math
Europe,NOR,2009,4829195.0,495.40192,F,Math
Europe,NOR,2012,5019058.0,488.2932,F,Math
Europe,NOR,2015,5190357.0,502.87366,F,Math
Europe,NOR,2018,5312321.0,504.50543,F,Math
Europe,NOR,2022,5434324.0,468.78882,F,Math
South America,PER,2009,29009326.0,356.2148,F,Math
South America,PER,2012,29749592.0,358.92136,F,Math
South America,PER,2015,30711864.0,381.79715,F,Math
South America,PER,2018,32203946.0,391.50815,F,Math
South America,PER,2022,34049588.0,383.65448,F,Math
Europe,POL,2006,38547180.0,490.91864,F,Math
Europe,POL,2009,38555288.0,493.05283,F,Math
Europe,POL,2012,38625872.0,515.5326,F,Math
Europe,POL,2015,38553148.0,498.64667,F,Math
Europe,POL,2018,38521464.0,514.9485,F,Math
Europe,POL,2022,39857144.0,486.1626,F,Math
Europe,PRT,2006,10543946.0,458.95938,F,Math
Europe,PRT,2009,10591341.0,481.1365,F,Math
Europe,PRT,2012,10522085.0,481.29578,F,Math
Europe,PRT,2015,10365436.0,486.59973,F,Math
Europe,PRT,2018,10289833.0,487.9131,F,Math
Europe,PRT,2022,10270857.0,466.5158,F,Math
Asia,QAT,2006,1015064.0,325.1447,F,Math
Asia,QAT,2009,1610281.0,370.8034,F,Math
Asia,QAT,2012,1905670.0,384.66452,F,Math
Asia,QAT,2015,2414580.0,408.32144,F,Math
Asia,QAT,2018,2766743.0,426.3958,F,Math
Asia,QAT,2022,2695131.0,418.10458,F,Math
Europe,ROU,2006,20909406.0,411.52783,F,Math
Europe,ROU,2009,20466318.0,425.39578,F,Math
Europe,ROU,2012,20137112.0,442.6742,F,Math
Europe,ROU,2015,19906078.0,443.651,F,Math
Europe,ROU,2018,19606778.0,427.2199,F,Math
Europe,ROU,2022,19659270.0,425.21957,F,Math
Europe,RUS,2006,143338672.0,473.02707,F,Math
Europe,RUS,2009,143163648.0,466.73242,F,Math
Europe,RUS,2012,143629360.0,482.94437,F,Math
Europe,RUS,2015,144668384.0,491.12192,F,Math
Europe,RUS,2018,145652288.0,485.4571,F,Math
Asia,SGP,2009,5010707.0,559.36194,F,Math
Asia,SGP,2012,5381003.0,575.14154,F,Math
Asia,SGP,2015,5650020.0,564.2545,F,Math
Asia,SGP,2018,5814543.0,566.8936,F,Math
Asia,SGP,2022,5975689.0,568.4881,F,Math
Europe,SVK,2006,5377239.0,484.73547,F,Math
Europe,SVK,2009,5388934.0,495.39548,F,Math
Europe,SVK,2012,5409283.0,476.71164,F,Math
Europe,SVK,2015,5424449.0,472.2708,F,Math
Europe,SVK,2018,5446746.0,483.90195,F,Math
Europe,SVK,2022,5643455.0,463.2709,F,Math
Europe,SVN,2006,2013577.0,502.06757,F,Math
Europe,SVN,2009,2045578.0,500.798,F,Math
Europe,SVN,2012,2069365.0,499.38733,F,Math
Europe,SVN,2015,2080865.0,507.94922,F,Math
Europe,SVN,2018,2105931.0,508.59018,F,Math
Europe,SVN,2022,2119843.0,485.40277,F,Math
Asia,KOR,2006,48049348.0,542.76483,F,Math
Asia,KOR,2009,48588024.0,544.45264,F,Math
Asia,KOR,2012,49634188.0,544.1931,F,Math
Asia,KOR,2015,50994396.0,527.75665,F,Math
Asia,KOR,2018,51676900.0,523.814,F,Math
Asia,KOR,2022,51815808.0,524.64233,F,Math
Europe,ESP,2006,44422824.0,475.62994,F,Math
Europe,ESP,2009,46367772.0,473.89886,F,Math
Europe,ESP,2012,46756084.0,475.96466,F,Math
Europe,ESP,2015,46431344.0,477.85925,F,Math
Europe,ESP,2018,46792044.0,478.13593,F,Math
Europe,ESP,2022,47558632.0,468.01498,F,Math
Europe,SWE,2006,9104724.0,499.72458,F,Math
Europe,SWE,2009,9301413.0,495.12823,F,Math
Europe,SWE,2012,9555984.0,479.62897,F,Math
Europe,SWE,2015,9849344.0,495.05255,F,Math
Europe,SWE,2018,10162300.0,503.01282,F,Math
Europe,SWE,2022,10549349.0,480.66458,F,Math
Europe,CHE,2006,7475014.0,522.71655,F,Math
Europe,CHE,2009,7734402.0,523.8593,F,Math
Europe,CHE,2012,7995738.0,524.4727,F,Math
Europe,CHE,2015,8281735.0,514.98315,F,Math
Europe,CHE,2018,8514431.0,511.5964,F,Math
Europe,CHE,2022,8740471.0,502.47095,F,Math
Asia,TWN,2006,22874972.0,542.5086,F,Math
Asia,TWN,2009,23044086.0,540.7028,F,Math
Asia,TWN,2012,23234064.0,557.2202,F,Math
Asia,TWN,2015,23512136.0,539.44147,F,Math
Asia,TWN,2018,23726186.0,529.36383,F,Math
Asia,TWN,2022,23893396.0,544.19,F,Math
Asia,THA,2006,66319528.0,419.88556,F,Math
Asia,THA,2009,67813656.0,417.0108,F,Math
Asia,THA,2012,69157024.0,432.71738,F,Math
Asia,THA,2015,70294408.0,416.72968,F,Math
Asia,THA,2018,71127808.0,426.03122,F,Math
Asia,THA,2022,71697024.0,396.82892,F,Math
Asia,TUR,2006,69601328.0,420.73434,F,Math
Asia,TUR,2009,72225648.0,439.80292,F,Math
Asia,TUR,2012,75277440.0,443.94788,F,Math
Asia,TUR,2015,79646176.0,417.527,F,Math
Asia,TUR,2018,82809304.0,451.0151,F,Math
Asia,TUR,2022,85341248.0,450.2904,F,Math
Europe,GBR,2006,60803700.0,487.16788,F,Math
Europe,GBR,2009,62243384.0,482.3636,F,Math
Europe,GBR,2012,63808728.0,487.81488,F,Math
Europe,GBR,2015,65224368.0,486.5746,F,Math
Europe,GBR,2018,66432996.0,495.85837,F,Math
Europe,GBR,2022,67508936.0,481.67358,F,Math
North America,USA,2006,299753088.0,470.06067,F,Math
North America,USA,2009,308512032.0,476.99258,F,Math
North America,USA,2012,316651328.0,478.99533,F,Math
North America,USA,2015,324607776.0,465.36853,F,Math
North America,USA,2018,332140032.0,473.84622,F,Math
North America,USA,2022,338289856.0,458.13904,F,Math
South America,URY,2006,3322282.0,420.4865,F,Math
South America,URY,2009,3344161.0,420.94012,F,Math
South America,URY,2012,3371134.0,403.94562,F,Math
South America,URY,2015,3402820.0,411.50235,F,Math
South America,URY,2018,3427044.0,413.67343,F,Math
South America,URY,2022,3422796.0,403.20218,F,Math
Europe,ALB,2009,2930553.0,372.29266,M,Math
Europe,ALB,2012,2892191.0,394.00763,M,Math
Europe,ALB,2015,2882482.0,408.54547,M,Math
Europe,ALB,2018,2877019.0,434.81738,M,Math
Europe,ALB,2022,2842318.0,359.06293,M,Math
South America,ARG,2006,39476856.0,388.0734,M,Math
South America,ARG,2009,40684344.0,393.67184,M,Math
South America,ARG,2012,41952364.0,395.5573,M,Math
South America,ARG,2015,43257064.0,418.38837,M,Math
South America,ARG,2018,44413592.0,387.27936,M,Math
South America,ARG,2022,45510324.0,383.03476,M,Math
Oceania,AUS,2006,20467032.0,526.95435,M,Math
Oceania,AUS,2009,21660898.0,519.4178,M,Math
Oceania,AUS,2012,22729272.0,510.11484,M,Math
Oceania,AUS,2015,23820240.0,496.76135,M,Math
Oceania,AUS,2018,24979228.0,494.3238,M,Math
Oceania,AUS,2022,26177410.0,492.7133,M,Math
Europe,AUT,2006,8267771.0,516.58105,M,Math
Europe,AUT,2009,8342939.0,505.68307,M,Math
Europe,AUT,2012,8429641.0,516.6818,M,Math
Europe,AUT,2015,8642422.0,510.0982,M,Math
Europe,AUT,2018,8840518.0,505.48355,M,Math
Europe,AUT,2022,8939617.0,496.6009,M,Math
Europe,BEL,2006,10582970.0,523.65546,M,Math
Europe,BEL,2009,10801357.0,525.916,M,Math
Europe,BEL,2012,11031140.0,520.08124,M,Math
Europe,BEL,2015,11248306.0,514.00256,M,Math
Europe,BEL,2018,11448598.0,514.1316,M,Math
Europe,BEL,2022,11655923.0,493.37115,M,Math
South America,BRA,2006,188820688.0,379.5806,M,Math
South America,BRA,2009,194517552.0,394.0477,M,Math
South America,BRA,2012,199977712.0,397.16595,M,Math
South America,BRA,2015,205188208.0,385.0406,M,Math
South America,BRA,2018,210166592.0,387.87167,M,Math
South America,BRA,2022,215313504.0,382.76984,M,Math
Asia,BGR,2006,7766040.0,411.65564,M,Math
Asia,BGR,2009,7634737.0,426.25827,M,Math
Asia,BGR,2012,7488347.0,437.5512,M,Math
Asia,BGR,2015,7309255.0,440.31894,M,Math
Asia,BGR,2018,7117424.0,435.27725,M,Math
Asia,BGR,2022,6781955.0,414.66373,M,Math
North America,CAN,2006,32531864.0,534.07886,M,Math
North America,CAN,2009,33593920.0,532.70026,M,Math
North America,CAN,2012,34691876.0,523.14026,M,Math
North America,CAN,2015,35732120.0,520.16614,M,Math
North America,CAN,2018,37035260.0,514.451,M,Math
North America,CAN,2022,38454328.0,503.03662,M,Math
South America,CHL,2006,16334573.0,424.1798,M,Math
South America,CHL,2009,16833450.0,431.3327,M,Math
South America,CHL,2012,17341770.0,435.52463,M,Math
South America,CHL,2015,17870122.0,431.7981,M,Math
South America,CHL,2018,18701452.0,421.0918,M,Math
South America,CHL,2022,19603736.0,419.6559,M,Math
South America,COL,2006,42772912.0,381.85153,M,Math
South America,COL,2009,44313916.0,397.7099,M,Math
South America,COL,2012,45782420.0,389.96042,M,Math
South America,COL,2015,47119728.0,395.3911,M,Math
South America,COL,2018,49276968.0,400.88718,M,Math
South America,COL,2022,51874028.0,387.3418,M,Math
Europe,HRV,2006,4417562.0,473.96866,M,Math
Europe,HRV,2009,4382142.0,464.96146,M,Math
Europe,HRV,2012,4331592.0,476.79663,M,Math
Europe,HRV,2015,4254821.0,470.59866,M,Math
Europe,HRV,2018,4160488.0,468.54352,M,Math
Europe,HRV,2022,4030361.0,466.24802,M,Math
Europe,CZE,2006,10304822.0,514.4289,M,Math
Europe,CZE,2009,10421515.0,495.1306,M,Math
Europe,CZE,2012,10511065.0,504.71008,M,Math
Europe,CZE,2015,10523801.0,495.79416,M,Math
Europe,CZE,2018,10534598.0,501.18652,M,Math
Europe,CZE,2022,10493990.0,490.65738,M,Math
Europe,DNK,2006,5457863.0,518.20514,M,Math
Europe,DNK,2009,5526455.0,511.42642,M,Math
Europe,DNK,2012,5600955.0,506.95325,M,Math
Europe,DNK,2015,5677795.0,515.7565,M,Math
Europe,DNK,2018,5766689.0,511.33893,M,Math
Europe,DNK,2022,5882259.0,494.99423,M,Math
Europe,EST,2006,1346711.0,515.2738,M,Math
Europe,EST,2009,1334557.0,516.3591,M,Math
Europe,EST,2012,1322682.0,523.21423,M,Math
Europe,EST,2015,1314658.0,522.0804,M,Math
Europe,EST,2018,1322146.0,527.638,M,Math
Europe,EST,2022,1326064.0,513.00916,M,Math
Europe,FIN,2006,5266249.0,554.2535,M,Math
Europe,FIN,2009,5338813.0,541.79095,M,Math
Europe,FIN,2012,5413865.0,517.39087,M,Math
Europe,FIN,2015,5479457.0,507.45285,M,Math
Europe,FIN,2018,5515465.0,504.31244,M,Math
Europe,FIN,2022,5540745.0,481.65552,M,Math
Europe,FRA,2006,60919152.0,498.85913,M,Math
Europe,FRA,2009,62093300.0,505.11804,M,Math
Europe,FRA,2012,63071412.0,499.35477,M,Math
Europe,FRA,2015,63809768.0,495.9317,M,Math
Europe,FRA,2018,64277812.0,498.54483,M,Math
Europe,FRA,2022,64626624.0,478.93073,M,Math
Europe,DEU,2006,81177816.0,513.2368,M,Math
Europe,DEU,2009,81260624.0,520.39215,M,Math
Europe,DEU,2012,81545568.0,520.1901,M,Math
Europe,DEU,2015,82073232.0,514.1177,M,Math
Europe,DEU,2018,82896696.0,503.30792,M,Math
Europe,DEU,2022,83369840.0,480.41202,M,Math
Europe,GRC,2006,11106097.0,461.53113,M,Math
Europe,GRC,2009,11055503.0,473.1324,M,Math
Europe,GRC,2012,10963633.0,457.03876,M,Math
Europe,GRC,2015,10806644.0,453.68207,M,Math
Europe,GRC,2018,10633275.0,451.5292,M,Math
Europe,GRC,2022,10384972.0,433.0575,M,Math
Asia,HKG,2006,6960600.0,555.3566,M,Math
Asia,HKG,2009,7094600.0,561.04333,M,Math
Asia,HKG,2012,7234062.0,568.3777,M,Math
Asia,HKG,2015,7399845.0,549.06586,M,Math
Asia,HKG,2018,7481563.0,548.4599,M,Math
Asia,HKG,2022,7488863.0,544.4365,M,Math
Europe,HUN,2006,10057063.0,495.80356,M,Math
Europe,HUN,2009,10008581.0,496.12842,M,Math
Europe,HUN,2012,9922133.0,481.74905,M,Math
Europe,HUN,2015,9844250.0,480.90555,M,Math
Europe,HUN,2018,9776361.0,485.53024,M,Math
Europe,HUN,2022,9967304.0,480.1987,M,Math
Europe,ISL,2006,304086.0,503.31998,M,Math
Europe,ISL,2009,318809.0,508.41226,M,Math
Europe,ISL,2012,320988.0,489.71997,M,Math
Europe,ISL,2015,331068.0,487.44565,M,Math
Europe,ISL,2018,352951.0,490.24792,M,Math
Europe,ISL,2022,372903.0,460.5763,M,Math
Asia,IDN,2006,231797424.0,399.37192,M,Math
Asia,IDN,2009,240981296.0,370.64667,M,Math
Asia,IDN,2012,250222688.0,377.37552,M,Math
Asia,IDN,2015,259091968.0,384.77927,M,Math
